Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Month,Revenue,Product_Name
7279,CA-2016-157217,2016-07-19,7/21/2016,First Class,TC-21535,Tracy Collins,Home Office,United States,San Francisco,California,94110,West,TEC-AC-10003095,Technology,Accessories,Logitech G35 7.1-Channel Surround Sound Headset,389.97,3,0.0,132.5898,7,389.97,Logitech G35 7.1-Channel Surround Sound Headset
7280,CA-2016-108224,2016-05-14,5/14/2016,Same Day,TH-21235,Tiffany House,Corporate,United States,Yuma,Arizona,85364,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,185.528,7,0.2,48.7011,5,148.4224,Imation 16Gb Mini Traveldrive Usb 2.0 Flash Drive
7281,CA-2015-162782,2015-02-21,2/27/2015,Standard Class,PW-19240,Pierre Wener,Consumer,United States,Columbia,Maryland,21044,East,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2541.98,2,0.0,1270.99,2,2541.98,Fellowes Pb500 Electric Punch Plastic Comb Binding Machine With Manual Bind
7282,CA-2017-159282,2017-10-16,10/21/2017,Standard Class,GH-14410,Gary Hansen,Home Office,United States,Yuma,Arizona,85364,West,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,599.985,5,0.7,-479.988,10,179.99550000000002,Swingline Sm12-08 Microcut Jam Free Shredder
7283,CA-2017-155936,2017-06-22,6/29/2017,Standard Class,JK-15730,Joe Kamberova,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,3.036,3,0.8,-5.0094,6,0.6071999999999999,Wilson Jones Standard D-Ring Binders
7284,CA-2017-169439,2017-09-09,9/13/2017,Standard Class,LC-17140,Logan Currie,Consumer,United States,Cleveland,Ohio,44105,East,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",25.92,5,0.2,3.888,9,20.736000000000004,"Bic Brite Liner Highlighters, Chisel Tip"
7285,CA-2017-169439,2017-09-09,9/13/2017,Standard Class,LC-17140,Logan Currie,Consumer,United States,Cleveland,Ohio,44105,East,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,2,0.2,-9.0904,9,52.8896,"Deflect-O Economat Studded, No Bevel Mat For Low Pile Carpeting"
7286,CA-2017-151183,2017-10-14,10/19/2017,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10003614,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",46.36,4,0.0,15.2988,10,46.36,"Verbatim 25 Gb 6X Blu-Ray Single Layer Recordable Disc, 10/Pack"
7287,CA-2016-149965,2016-06-20,6/25/2016,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,TEC-AC-10004877,Technology,Accessories,Imation 30456 USB Flash Drive 8GB,6.9,1,0.0,0.552,6,6.9,Imation 30456 Usb Flash Drive 8Gb
7288,CA-2016-149965,2016-06-20,6/25/2016,Standard Class,BS-11365,Bill Shonely,Corporate,United States,Oklahoma City,Oklahoma,73120,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",57.69,3,0.0,23.6529,6,57.69,"Executive Impressions 13"" Clairmont Wall Clock"
7289,CA-2014-158281,2014-09-02,9/7/2014,Standard Class,AG-10525,Andy Gerbode,Corporate,United States,Houston,Texas,77095,Central,TEC-MA-10002210,Technology,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,559.71,3,0.4,-121.2705,9,335.826,Epson Tm-T88V Direct Thermal Printer - Monochrome - Desktop
7290,CA-2016-153661,2016-01-30,1/31/2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,94122,West,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",305.01,9,0.0,76.2525,1,305.01,"File Shuttle Ii And Handi-File, Black"
7291,CA-2016-153661,2016-01-30,1/31/2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,50.784,2,0.2,17.7744,1,40.6272,Gbc Wire Binding Strips
7292,CA-2016-153661,2016-01-30,1/31/2016,First Class,SC-20725,Steven Cartwright,Consumer,United States,San Francisco,California,94122,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,26.01,9,0.0,12.2247,1,26.01,Avery 512
7293,CA-2017-109183,2017-12-04,12/9/2017,Standard Class,LR-16915,Lena Radford,Consumer,United States,Nashville,Tennessee,37211,South,TEC-MA-10001856,Technology,Machines,Okidata C610n Printer,649.0,2,0.5,-272.58,12,324.5,Okidata C610N Printer
7294,CA-2016-113656,2016-01-23,1/29/2016,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Los Angeles,California,90036,West,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",59.99,7,0.0,21.5964,1,59.99,"Dax Cubicle Frames, 8-1/2 X 11"
7295,CA-2015-148964,2015-05-26,5/31/2015,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Bellevue,Washington,98006,West,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",20.24,1,0.0,7.8936,5,20.24,"Dax Metal Frame, Desktop, Stepped-Edge"
7296,CA-2014-111899,2014-05-04,5/5/2014,First Class,NC-18340,Nat Carroll,Consumer,United States,Houston,Texas,77036,Central,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,37.84,2,0.2,2.838,5,30.272000000000006,Boston Home & Office Model 2000 Electric Pencil Sharpeners
7297,CA-2014-111899,2014-05-04,5/5/2014,First Class,NC-18340,Nat Carroll,Consumer,United States,Houston,Texas,77036,Central,OFF-FA-10000840,Office Supplies,Fasteners,OIC Thumb-Tacks,5.472,6,0.2,1.8468,5,4.3776,Oic Thumb-Tacks
7298,CA-2015-101126,2015-02-10,2/14/2015,Second Class,NB-18655,Nona Balk,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,77.24,5,0.2,7.724,2,61.792,Eldon Profile File 'N Store Portable File Tub Letter/Legal Size Black
7299,CA-2014-163468,2014-11-18,11/21/2014,First Class,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,292.1,4,0.5,-175.26,11,146.05,Bpi Conference Tables
7300,CA-2014-163468,2014-11-18,11/21/2014,First Class,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,FUR-FU-10001546,Furniture,Furnishings,Dana Swing-Arm Lamps,8.544,2,0.6,-7.476,11,3.4176,Dana Swing-Arm Lamps
7301,CA-2014-163468,2014-11-18,11/21/2014,First Class,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,424.116,6,0.3,-30.294,11,296.8812,Hon 4-Shelf Metal Bookcases
7302,CA-2014-163468,2014-11-18,11/21/2014,First Class,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,2.892,3,0.8,-4.9164,11,0.5783999999999998,Wilson Jones Turn Tabs Binder Tool For Ring Binders
7303,CA-2014-163468,2014-11-18,11/21/2014,First Class,JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,381.72,5,0.2,-66.801,11,305.37600000000003,Fellowes Stor/Drawer Steel Plus Storage Drawers
7304,US-2017-117450,2017-09-04,9/8/2017,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Boynton Beach,Florida,33437,South,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",97.184,2,0.2,6.074,9,77.7472,"Global Value Steno Chair, Gray"
7305,US-2017-117450,2017-09-04,9/8/2017,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,Boynton Beach,Florida,33437,South,OFF-PA-10000289,Office Supplies,Paper,Xerox 213,10.368,2,0.2,3.6288,9,8.294400000000001,Xerox 213
7306,CA-2014-137274,2014-03-29,4/2/2014,Standard Class,MG-18145,Mike Gockenbach,Consumer,United States,Plano,Texas,75023,Central,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,890.841,3,0.3,-152.7156,3,623.5887,Bush Advantage Collection Racetrack Conference Table
7307,CA-2016-144092,2016-11-05,11/7/2016,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Jose,California,95123,West,TEC-AC-10002305,Technology,Accessories,KeyTronic E03601U1 - Keyboard - Beige,72.0,4,0.0,12.96,11,72.0,Keytronic E03601U1 - Keyboard - Beige
7308,CA-2016-144092,2016-11-05,11/7/2016,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Jose,California,95123,West,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888,2,0.2,9.9652,11,91.11040000000001,Harbour Creations 67200 Series Stacking Chairs
7309,CA-2016-144092,2016-11-05,11/7/2016,Second Class,LH-17155,Logan Haushalter,Consumer,United States,San Jose,California,95123,West,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13,3,0.0,77.4837,11,158.13,"Strathmore #10 Envelopes, Ultimate White"
7310,CA-2017-112172,2017-06-10,6/14/2017,Second Class,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,10024,East,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,14.13,3,0.0,0.7065,6,14.13,Plymouth Boxed Rubber Bands By Plymouth
7311,CA-2015-121699,2015-08-10,8/14/2015,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Detroit,Michigan,48227,Central,OFF-BI-10004632,Office Supplies,Binders,GBC Binding covers,64.75,5,0.0,29.1375,8,64.75,Gbc Binding Covers
7312,CA-2015-162761,2015-10-09,10/13/2015,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Miami,Florida,33178,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,1.872,2,0.7,-1.3104,10,0.5616000000000001,Zipper Ring Binder Pockets
7313,CA-2015-162761,2015-10-09,10/13/2015,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Miami,Florida,33178,South,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,11.214,2,0.7,-8.5974,10,3.3642000000000007,Clear Mylar Reinforcing Strips
7314,CA-2015-162761,2015-10-09,10/13/2015,Standard Class,SC-20575,Sonia Cooley,Consumer,United States,Miami,Florida,33178,South,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,37.376,8,0.2,7.4752,10,29.9008,Avery Hi-Liter Smear-Safe Highlighters
7315,CA-2016-121377,2016-05-28,6/2/2016,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Park Ridge,Illinois,60068,Central,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,286.4,1,0.2,25.06,5,229.12,Wilson Electronics Db Pro Signal Booster
7316,CA-2017-115322,2017-05-11,5/16/2017,Second Class,ZC-21910,Zuschuss Carroll,Consumer,United States,New York City,New York,10024,East,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,3,0.0,12.7368,5,43.92,Panasonic Kp-4Abk Battery-Operated Pencil Sharpener
7317,CA-2016-132066,2016-10-16,10/20/2016,Standard Class,NB-18655,Nona Balk,Corporate,United States,New York City,New York,10011,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,142.182,1,0.4,-37.9152,10,85.30919999999999,Chromcraft Rectangular Conference Tables
7318,CA-2017-158120,2017-11-17,11/21/2017,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Hillsboro,Oregon,97123,West,OFF-PA-10003205,Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",19.608,3,0.2,6.6177,11,15.6864,"Wirebound Message Forms, Four 2 3/4 X 5 Forms Per Page, Pink Paper"
7319,CA-2017-158120,2017-11-17,11/21/2017,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Hillsboro,Oregon,97123,West,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,4.158,7,0.7,-3.465,11,1.2474000000000003,Avery Reinforcements For Hole-Punch Pages
7320,CA-2017-100097,2017-11-26,11/29/2017,Second Class,MN-17935,Michael Nguyen,Consumer,United States,New York City,New York,10009,East,TEC-PH-10002310,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,979.95,5,0.0,264.5865,11,979.95,Plantronics Calisto P620-M Usb Wireless Speakerphone System
7321,CA-2017-100097,2017-11-26,11/29/2017,Second Class,MN-17935,Michael Nguyen,Consumer,United States,New York City,New York,10009,East,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",135.3,5,0.0,37.884,11,135.3,"Dataproducts Ampli Magnifier Task Lamp, Black,"
7322,CA-2017-167626,2017-09-03,9/7/2017,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Chicago,Illinois,60623,Central,OFF-PA-10003424,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",8.904,3,0.2,3.339,9,7.123200000000001,"""While You Were Out"" Message Book, One Form Per Page"
7323,CA-2017-167626,2017-09-03,9/7/2017,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Chicago,Illinois,60623,Central,TEC-AC-10004353,Technology,Accessories,Hypercom P1300 Pinpad,100.8,2,0.2,21.42,9,80.64,Hypercom P1300 Pinpad
7324,US-2017-126053,2017-12-05,12/8/2017,First Class,CS-11950,Carlos Soltero,Consumer,United States,New York City,New York,10024,East,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,41.96,2,0.0,10.9096,12,41.96,Magnifier Swing Arm Lamp
7325,US-2017-126053,2017-12-05,12/8/2017,First Class,CS-11950,Carlos Soltero,Consumer,United States,New York City,New York,10024,East,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,9.45,3,0.0,4.536,12,9.45,Self-Adhesive Removable Labels
7326,US-2017-128447,2017-11-10,11/17/2017,Standard Class,MC-17845,Michael Chen,Consumer,United States,Pasco,Washington,99301,West,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",400.8,5,0.0,112.224,11,400.8,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue"
7327,US-2017-128447,2017-11-10,11/17/2017,Standard Class,MC-17845,Michael Chen,Consumer,United States,Pasco,Washington,99301,West,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,28.792,1,0.2,10.0772,11,23.033600000000003,Gbc Velobinder Manual Binding System
7328,US-2014-131275,2014-03-18,3/24/2014,Standard Class,SC-20050,Sample Company A,Home Office,United States,Burbank,California,91505,West,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,111.0,2,0.0,14.43,3,111.0,Eldon Cleatmat Chair Mats For Medium Pile Carpets
7329,US-2014-131275,2014-03-18,3/24/2014,Standard Class,SC-20050,Sample Company A,Home Office,United States,Burbank,California,91505,West,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,1279.968,4,0.2,415.9896,3,1023.9744000000001,Swingline Sm12-08 Microcut Jam Free Shredder
7330,US-2014-131275,2014-03-18,3/24/2014,Standard Class,SC-20050,Sample Company A,Home Office,United States,Burbank,California,91505,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,1856.19,7,0.0,334.1142,3,1856.19,Tennsco 6- And 18-Compartment Lockers
7331,CA-2016-149349,2016-11-12,11/13/2016,First Class,SP-20650,Stephanie Phelps,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",22.752,6,0.6,-8.532,11,9.1008,"Dax Charcoal/Nickel-Tone Document Frame, 5 X 7"
7332,CA-2017-115119,2017-10-26,10/30/2017,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Lancaster,Pennsylvania,17602,East,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,61.542,1,0.4,-13.3341,10,36.9252,Cisco Small Business Spa 502G Voip Phone
7333,CA-2017-115119,2017-10-26,10/30/2017,Standard Class,SC-20440,Shaun Chance,Corporate,United States,Lancaster,Pennsylvania,17602,East,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",81.438,7,0.7,-65.1504,10,24.431400000000004,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" X 11"""
7334,CA-2015-125563,2015-04-11,4/17/2015,Standard Class,PR-18880,Patrick Ryan,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,67.36,2,0.2,10.104,4,53.888000000000005,Executive Impressions Supervisor Wall Clock
7335,CA-2015-125563,2015-04-11,4/17/2015,Standard Class,PR-18880,Patrick Ryan,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",54.528,3,0.2,14.3136,4,43.6224,"Executive Impressions 14"" Two-Color Numerals Wall Clock"
7336,CA-2015-113152,2015-12-25,12/30/2015,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,New York City,New York,10024,East,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,843.9,2,0.0,371.316,12,843.9,Plantronics Savi W720 Multi-Device Wireless Headset System
7337,CA-2015-113152,2015-12-25,12/30/2015,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,New York City,New York,10024,East,FUR-BO-10002613,Furniture,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",449.568,2,0.2,56.196,12,359.6544,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors"
7338,CA-2017-165155,2017-09-21,9/23/2017,First Class,BM-11575,Brendan Murry,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",15.51,1,0.0,3.8775,9,15.51,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost"
7339,CA-2014-163412,2014-12-20,12/23/2014,Second Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10035,East,FUR-CH-10004875,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,192.186,3,0.1,36.3018,12,172.9674,Harbour Creations 67200 Series Stacking Chairs
7340,CA-2015-159590,2015-07-18,7/21/2015,First Class,KC-16255,Karen Carlisle,Corporate,United States,New York City,New York,10009,East,OFF-AR-10003190,Office Supplies,Art,Newell 32,5.76,2,0.0,1.6128,7,5.76,Newell 32
7341,CA-2014-116190,2014-07-26,8/1/2014,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Atlanta,Georgia,30318,South,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",67.88,2,0.0,18.3276,7,67.88,"Metal Folding Chairs, Beige, 4/Carton"
7342,CA-2014-116190,2014-07-26,8/1/2014,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Atlanta,Georgia,30318,South,OFF-LA-10002762,Office Supplies,Labels,Avery 485,162.89,13,0.0,76.5583,7,162.89,Avery 485
7343,CA-2014-116190,2014-07-26,8/1/2014,Standard Class,SG-20470,Sheri Gordon,Consumer,United States,Atlanta,Georgia,30318,South,FUR-FU-10000719,Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",25.71,3,0.0,9.2556,7,25.71,"Dax Cubicle Frames, 8-1/2 X 11"
7344,CA-2014-168473,2014-12-26,1/1/2015,Standard Class,TB-21520,Tracy Blumstein,Consumer,United States,New York City,New York,10009,East,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88,6,0.0,19.188,12,191.88,Fellowes Bankers Box Stor/Drawer Steel Plus
7345,CA-2017-168389,2017-12-11,12/17/2017,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,721.875,6,0.45,-420.0,12,397.03125000000006,Boxoffice By Design Rectangular And Half-Moon Meeting Room Tables
7346,CA-2017-168389,2017-12-11,12/17/2017,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,73.568,4,0.2,-16.5528,12,58.8544,Motorola Hk250 Universal Bluetooth Headset
7347,CA-2017-168389,2017-12-11,12/17/2017,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,13.584,1,0.2,1.3584,12,10.8672,Stanley Bostitch Contemporary Electric Pencil Sharpeners
7348,CA-2017-168389,2017-12-11,12/17/2017,Standard Class,DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",64.784,1,0.2,-12.147,12,51.827200000000005,"Global Geo Office Task Chair, Gray"
7349,CA-2014-130421,2014-03-03,3/7/2014,Standard Class,SC-20020,Sam Craven,Consumer,United States,Houston,Texas,77095,Central,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,176.772,3,0.8,-459.6072,3,35.35439999999999,3.6 Cubic Foot Counter Height Office Refrigerator
7350,CA-2017-142125,2017-10-21,10/27/2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10000301,Office Supplies,Binders,GBC Instant Report Kit,38.82,6,0.0,19.41,10,38.82,Gbc Instant Report Kit
7351,CA-2017-142125,2017-10-21,10/27/2017,Standard Class,JB-15400,Jennifer Braxton,Corporate,United States,Milwaukee,Wisconsin,53209,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,21.9,5,0.0,10.512,10,21.9,Acco 3-Hole Punch
7352,CA-2017-141138,2017-11-10,11/16/2017,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Modesto,California,95351,West,TEC-AC-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,111.79,7,0.0,43.5981,11,111.79,Memorex Mini Travel Drive 16 Gb Usb 2.0 Flash Drive
7353,CA-2017-152135,2017-03-16,3/18/2017,Second Class,MG-17650,Matthew Grinstein,Home Office,United States,Lakewood,Ohio,44107,East,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,445.44,8,0.4,-81.664,3,267.264,Geemarc Amplipower60
7354,CA-2016-151974,2016-09-22,9/29/2016,Standard Class,RD-19660,Robert Dilbeck,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10004484,Office Supplies,Labels,Avery 476,16.52,5,0.2,5.369,9,13.216000000000001,Avery 476
7355,CA-2017-154102,2017-02-06,2/13/2017,Standard Class,SN-20560,Skye Norling,Home Office,United States,San Francisco,California,94109,West,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,29.9,5,0.0,13.455,2,29.9,Xerox 1947
7356,CA-2015-139780,2015-12-31,1/2/2016,Second Class,AH-10690,Anna Häberlin,Corporate,United States,Detroit,Michigan,48205,Central,OFF-BI-10004139,Office Supplies,Binders,Fellowes Presentation Covers for Comb Binding Machines,116.4,8,0.0,52.38,12,116.4,Fellowes Presentation Covers For Comb Binding Machines
7357,CA-2016-114748,2016-10-09,10/14/2016,Standard Class,MZ-17335,Maria Zettner,Home Office,United States,Phoenix,Arizona,85023,West,OFF-AR-10001315,Office Supplies,Art,Newell 310,1.408,1,0.2,0.1584,10,1.1264,Newell 310
7358,CA-2016-114748,2016-10-09,10/14/2016,Standard Class,MZ-17335,Maria Zettner,Home Office,United States,Phoenix,Arizona,85023,West,FUR-FU-10001488,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",169.568,2,0.2,0.0,10,135.6544,"Tenex 46"" X 60"" Computer Anti-Static Chairmat, Rectangular Shaped"
7359,US-2014-115189,2014-12-30,1/3/2015,Second Class,AR-10345,Alex Russell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,251.964,6,0.4,-50.3928,12,151.17839999999998,Clearsounds Csc500 Amplified Spirit Phone Corded Phone
7360,US-2014-115189,2014-12-30,1/3/2015,Second Class,AR-10345,Alex Russell,Corporate,United States,Philadelphia,Pennsylvania,19143,East,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,523.764,3,0.4,-192.0468,12,314.2584,Hon 5100 Series Wood Tables
7361,CA-2016-163594,2016-04-12,4/14/2016,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,19.44,3,0.0,9.3312,4,19.44,Xerox 206
7362,CA-2016-163594,2016-04-12,4/14/2016,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,FUR-CH-10000225,Furniture,Chairs,"Global Geo Office Task Chair, Gray",194.352,3,0.2,-36.441,4,155.48160000000001,"Global Geo Office Task Chair, Gray"
7363,CA-2016-163594,2016-04-12,4/14/2016,First Class,JF-15295,Jason Fortune-,Consumer,United States,Los Angeles,California,90036,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,36.624,3,0.2,13.734,4,29.299200000000003,Aluminum Screw Posts
7364,CA-2016-127243,2016-11-28,12/4/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,340.182,3,0.4,-73.7061,11,204.10920000000002,Wireless Extenders Zboost Yx545 Soho Signal Booster
7365,CA-2016-127243,2016-11-28,12/4/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,12.672,8,0.2,2.6928,11,10.1376,Translucent Push Pins By Oic
7366,CA-2016-127243,2016-11-28,12/4/2016,Standard Class,DS-13180,David Smith,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,6.888,2,0.7,-5.0512,11,2.0664000000000002,Gbc Plasticlear Binding Covers
